"benchmark","L1 miss ratio","L2 miss ratio","TLB miss ratio"
"_256",0.00090079334531739,0.354342585883084,0.0000280318817849406
"_512",0.113283269617516,0.449291757199661,0.00348233614214916
"_512",0.094115327903895,0.448078331184126,0.00287322916246301
"_512",0.0911181023395015,0.427658014996288,0.00254087075352243
"_512",0.0643061641417008,0.397151192199737,0.00157765051088699
"_512",0.040236936679119,0.383983964642979,0.000931936448710613
"_512",0.0227882861953418,0.374008971491809,0.000505101182258503
"_512",0.0101984121321647,0.364300810512661,0.000216811002844928
"_512",0.00533719061302729,0.355614167544191,0.000112268779973014
"_512",0.00282958734129427,0.339032311638464,0.0000546640717674989
"_512",0.00110985174143508,0.343953456157362,0.0000236840531842295
"_1024",0.118793395195816,0.441592745827417,0.00276101493549054
"_1024",0.107220759396308,0.440375015293803,0.00247317934748646
"_1024",0.104304013841536,0.419175137785534,0.00218775644042834
"_1024",0.0741711749662255,0.388539448701363,0.00135727111843107
"_1024",0.0458278340445838,0.37912051180781,0.000803565303932162
"_1024",0.0256827756388153,0.372455548663202,0.000443151596516474
"_1024",0.0109311099541576,0.367283130951341,0.000182943252668823
"_1024",0.00557435811043273,0.361083365315831,0.0000942021697236364
"_1024",0.0030467826876327,0.354952763248591,0.0000472506594021973
"_1024",0.00127647555609038,0.339355984447243,0.0000202172817427826
"_4096",0.123368493126738,0.438155916552631,0.00216604137150031
"_4096",0.119967025347069,0.439886893035337,0.00209354943106421
"_4096",0.118131855930162,0.416280439216681,0.00185987621917113
"_4096",0.0919107445174222,0.364416793036708,0.00115020559459045
"_4096",0.0570897311383795,0.352308242454905,0.00067852600005058
"_4096",0.0310606686176696,0.357657065897801,0.000368811536831397
"_4096",0.0124016951507342,0.372529690015889,0.000156146201801973
"_4096",0.00615161623143045,0.369328062099728,0.0000765263138420524
"_4096",0.00313232947941742,0.375746297588586,0.0000397521234626051
"_4096",0.00123321606874937,0.38208851040067,0.0000152907557143549
"_16384",0.124652109485938,0.440104470313185,0.00201116387743878
"_16384",0.123799254269778,0.439165198587453,0.00198555635996922
"_16384",0.123799357453157,0.415772826043476,0.00177706312041501
"_16384",0.123798438690535,0.301567799154744,0.00110901083867704
"_16384",0.123798141106391,0.195916761862512,0.000656076970277588
"_16384",0.123798477780545,0.117332694663301,0.000357324163162098
"_16384",0.123798663642077,0.0571757449583843,0.000143104527628331
"_16384",0.123800690361703,0.0256107236721573,0.0000807952537148454
"_16384",0.123804366065462,0.0139331968814884,0.0000438669562205891
"_16384",0.123828068635499,0.00580832839845831,0.0000187731139677671
"_65536",0.124919688633748,0.440360292589986,0.00196745904905193
"_65536",0.124724585865149,0.439423200344116,0.00195876659422574
"_65536",0.124724273350284,0.422951113833168,0.00179763025313144
"_65536",0.124723985444128,0.341215391115839,0.00113991423415153
"_65536",0.124723511788991,0.249098591565641,0.000745503328863898
"_65536",0.124723535912301,0.151447406143751,0.000391887366124494
"_65536",0.124723756879807,0.063141225829742,0.000155908035318936
"_65536",0.124724411550904,0.0326393457306019,0.0000724989329187586
"_65536",0.124726257354842,0.0229393852114615,0.0000343649352615194
"_65536",0.124731839645587,0.0104287779901728,0.000014792788267588
"_1",0.0171431290102451,0.915470110179564,0.015981861136573
"_1",0.00611681439479233,0.900090272718634,0.00556859122638226
"_1",0.00598980344008762,0.851696014528002,0.00505910292774954
"_1",0.00454925090908232,0.744117488837485,0.00324545685262697
"_1",0.00293605978777988,0.696358103136914,0.001947249470129
"_1",0.00166038825844464,0.677258310818748,0.00107899886232565
"_1",0.0007307016424198,0.677747252747253,0.000456122434563586
"_1",0.000369746540469694,0.702263267429761,0.000228642201590048
"_1",0.000192593877428797,0.738932456362256,0.000118447207916634
"_1",0.0000877113973885788,0.785756327251324,0.0000497767197994681
"_4",0.0244853426279136,0.794458133804454,0.015384698071706
"_4",0.00898311950704389,0.78953173661575,0.00551866458510885
"_4",0.0087717858638947,0.760922377080914,0.00501345187579513
"_4",0.00661237436636375,0.648034735784304,0.00324343905634177
"_4",0.00432914454924272,0.581786728342829,0.00193178404243447
"_4",0.0025049780240664,0.543472059336271,0.00105101975352577
"_4",0.00106191154439521,0.519941651545878,0.000447240422012518
"_4",0.000560044493634306,0.51954007254808,0.000236947488746447
"_4",0.000280193140130442,0.54135943155919,0.00011641554263473
"_4",0.000127796990089763,0.574199507389163,0.0000486516726750989
"_16",0.0397044340438746,0.718886155487714,0.012987378834594
"_16",0.0162605045078337,0.713027791444323,0.00524821713812494
"_16",0.015843986757872,0.683355407626632,0.00476626427212982
"_16",0.0119976427696141,0.612822239378653,0.00306747360128243
"_16",0.00790077128435813,0.571143417198581,0.00184186298996315
"_16",0.0046145127922396,0.542785157333498,0.00099447669531469
"_16",0.00200584466700574,0.528420123565755,0.0004241003617417
"_16",0.00103266781620502,0.531801496541014,0.00021535762022416
"_16",0.000509283609082401,0.543101705196468,0.000112947605857346
"_16",0.000224209229788592,0.558219178082192,0.0000462135222146882
"_64",0.0721579377849206,0.537262655825545,0.00883580873648621
"_64",0.0377685553542861,0.536226677205336,0.00459854272043004
"_64",0.0366929601787965,0.518194035867499,0.00417690104755772
"_64",0.0272574475572125,0.473842858366892,0.0026901790262467
"_64",0.0177438527755798,0.447799880907153,0.001632297233885
"_64",0.0104826129255944,0.426659424430321,0.000887959643239548
"_64",0.00476566478517993,0.404076327146051,0.000375137676071849
"_64",0.00251574977349824,0.397385487412552,0.0001954417746985
"_64",0.00125284430550554,0.401638679321814,0.0000968568391152597
"_64",0.000529050173403723,0.42811328202092,0.0000385185975898342
"_256",0.103909689314457,0.462664880015193,0.00471300582911924
"_256",0.0760907638325302,0.461865136164565,0.00343649928096494
"_256",0.0740599694267843,0.445639039630967,0.00312540369205641
"_256",0.0541334351962104,0.413855820183117,0.00200478556736386
"_256",0.0348604496291774,0.397927271828821,0.00120209988839125
"_256",0.0199347427712124,0.384901274222629,0.000663886149046131
"_256",0.00917975391903635,0.369874738228889,0.000283255678034584
"_256",0.00484328928755083,0.355276331034793,0.000143398029191518
"_256",0.00256908274768483,0.348396430634356,0.0000747473926018325
"_256",0.00104616921195887,0.342894050035589,0.0000301864369303822
"_512",0.113288245609666,0.449616485240007,0.00348752957978399
"_512",0.094142148793682,0.449049999905706,0.00288735792225047
"_512",0.0919216479468251,0.432122313628695,0.0026187918929782
"_512",0.0667908989832507,0.403233810321126,0.00169004557927575
"_512",0.042375170655465,0.389265344888767,0.00101209562034207
"_512",0.0241226867081546,0.379337974349017,0.000555840172339679
"_512",0.0108848560124832,0.370809960616143,0.000238296490988977
"_512",0.00566005180372488,0.361135739529843,0.000122641272713045
"_512",0.00308439994601065,0.350154632960513,0.0000610273080718423
"_512",0.00126815731902922,0.33816535640503,0.000026029342929828
"_1024",0.118795563676426,0.441398881546717,0.00276634417727207
"_1024",0.107242334170666,0.440748082772645,0.00248697988033962
"_1024",0.105131134156064,0.423634883462079,0.00225753006873627
"_1024",0.077115206372592,0.393029617298211,0.00145146874197511
"_1024",0.0482768532788447,0.384753353712355,0.000871710774765189
"_1024",0.0272207370149343,0.377960929957616,0.000482672305950507
"_1024",0.0116667405586254,0.374414807237077,0.000200720780125134
"_1024",0.00596556604610477,0.365998768327275,0.000103644305833361
"_1024",0.00326573541882284,0.358856859816731,0.0000516604514114725
"_1024",0.00140346039400543,0.335605599945949,0.0000221540651049946
"_4096",0.123379317458344,0.440857093077081,0.0021715455980019
"_4096",0.120003125723044,0.440307704243347,0.00210495680218708
"_4096",0.118664233357526,0.421352986176843,0.00192206207076831
"_4096",0.095292987888433,0.368842782755397,0.00123095967823544
"_4096",0.0601918296426387,0.355617842052789,0.000737195750869781
"_4096",0.0331037538209408,0.359823958435744,0.000404463852118477
"_4096",0.0132807213186986,0.374602026732472,0.000171241416153475
"_4096",0.00656284737754063,0.37293803219591,0.0000861751637664409
"_4096",0.00337477191286928,0.379371426833719,0.0000439877133356347
"_4096",0.00134757942704328,0.370489783781488,0.0000175676205053588
"_16384",0.124652177708856,0.440460622326233,0.00201352006823331
"_16384",0.12379928203302,0.440021762470406,0.00199413931873855
"_16384",0.123799356309314,0.424487785204366,0.00182263532656379
"_16384",0.123798604950572,0.315366941186169,0.00118727647411109
"_16384",0.123798369107427,0.20781706605135,0.000712769540392303
"_16384",0.12379820978294,0.12582555649525,0.000388336971164717
"_16384",0.123798985281713,0.0613526471203823,0.000156111956735407
"_16384",0.123800826323853,0.0277100566997099,0.0000885378220482893
"_16384",0.123804588992632,0.0147819916255673,0.0000484029346669278
"_16384",0.123828932597873,0.00676987813462793,0.0000209687542149233
"_65536",0.124919758984222,0.440649027980733,0.0019831958944314
"_65536",0.124724552248355,0.440078805158775,0.00196975546490993
"_65536",0.124724252844166,0.428565889177331,0.00185466243692984
"_65536",0.12472401890853,0.355481997826184,0.00122232918462306
"_65536",0.124723591943673,0.262151182270043,0.000787924896216139
"_65536",0.124723490300244,0.156621359891194,0.000416881006810209
"_65536",0.124723818493768,0.068316652060068,0.000162876078942716
"_65536",0.124724452563358,0.0353505184343176,0.000084256467280385
"_65536",0.12472631550691,0.0256679106195421,0.0000373216442323989
"_65536",0.124731920451003,0.0117639690279622,0.0000157697666633046
"_1",0.0171794571146288,0.907512613722141,0.0160024233214283
"_1",0.00614276131807796,0.894828492316864,0.0055846282010167
"_1",0.00603025096990859,0.859176378179953,0.00517337082278311
"_1",0.00465819034453755,0.762876670748684,0.00342650370318158
"_1",0.00306037732839869,0.712850987490189,0.00208937747026331
"_1",0.00176408575985987,0.688787059018385,0.00117165971638766
"_1",0.000783826985662213,0.678853503184713,0.000498266454114986
"_1",0.000398895735291569,0.69370125974805,0.000250602233107145
"_1",0.000208729387602974,0.720683287165282,0.000128760033477609
"_1",0.0000951889058208392,0.774336283185841,0.0000543434818154818
"_4",0.0245641530651143,0.784048675903873,0.0154044106235813
"_4",0.00900829472521499,0.778377812282291,0.00553435063698252
"_4",0.00881944562447259,0.761725891699631,0.00512836600304789
"_4",0.00677047706548524,0.665562608122834,0.00342903163832792
"_4",0.00447763947287017,0.601433110870337,0.00207843889330101
"_4",0.00261972615787732,0.560793631575761,0.00113732090790833
"_4",0.00113515956920392,0.527348157982078,0.000490619403486598
"_4",0.000598149436440763,0.526007139214686,0.000253554926263264
"_4",0.000307270797676349,0.540323592123417,0.000125586990585343
"_4",0.000137567524906112,0.587873462214411,0.0000532408032186853
"_16",0.0397251867861012,0.718391035551955,0.0130006919461966
"_16",0.0162671384597837,0.713174532137387,0.00526507913248285
"_16",0.0159234649887476,0.690864805304431,0.00487719140516003
"_16",0.0122521740541242,0.630628758199708,0.00323174227183248
"_16",0.00812590773026876,0.591113593618405,0.00197478785876851
"_16",0.00477285274920943,0.563743508087918,0.00108170089086988
"_16",0.00211318768306234,0.546722360708752,0.000468778781787974
"_16",0.00110950157639723,0.54075282058109,0.000235018688709633
"_16",0.0005530458500698,0.544717506967317,0.000122732957142548
"_16",0.000240368029137282,0.557400606737985,0.0000513233152983664
"_64",0.072153239694063,0.537014263126284,0.00886195303747184
"_64",0.037777009432559,0.536240192979305,0.00461354405960623
"_64",0.0369288491066379,0.522329687871871,0.00426671552671761
"_64",0.0280063655885561,0.482313412146366,0.00283933300269481
"_64",0.0184181049909329,0.45764891391794,0.00174919618345329
"_64",0.0108998750787948,0.437487390776101,0.000968310820769082
"_64",0.0049532738347819,0.419115173819275,0.000411226423251419
"_64",0.00263668324203819,0.408938816836218,0.000214804260208206
"_64",0.00132968848176864,0.407225835988021,0.000107153716754923
"_64",0.000567864278152205,0.43118204950266,0.0000442319313113492
"_256",0.103911465201586,0.462738001671332,0.00471963251016766
"_256",0.0761019981189728,0.462372605049511,0.00345176340868152
"_256",0.0746264433424455,0.449100786654043,0.00319118212072486
"_256",0.0558213307624146,0.41977786460842,0.00212091858037239
"_256",0.0363722106191445,0.403823353434978,0.00128569860186018
"_256",0.0209035315794532,0.392415355383472,0.00072246755763611
"_256",0.00960968790262664,0.377434628517702,0.000309531302324174
"_256",0.00505119054564706,0.365780963831653,0.000158145948489582
"_256",0.0026426012124124,0.358248762981613,0.0000812227813836408
"_256",0.0011002911237345,0.348172173460924,0.0000338573199628295
"_512",0.11328799584459,0.449747454808797,0.00349198372202459
"_512",0.0941488250215831,0.449376124440577,0.00289560070444202
"_512",0.0924764365878931,0.435315373844624,0.00268075365787062
"_512",0.0689048437541429,0.40851282912467,0.00178758279564438
"_512",0.0442623732890828,0.395194904047992,0.00108580297363372
"_512",0.0254292894138124,0.386220427672349,0.000602431853325327
"_512",0.011496240052439,0.376286879722331,0.000258974279289965
"_512",0.00598932486975672,0.366063683547696,0.000133718964689282
"_512",0.00324113043931961,0.357990272780465,0.0000671982823102985
"_512",0.00133508848715838,0.344727301181564,0.0000277947462749435
"_1024",0.118798686551744,0.441991937928347,0.00276885678167971
"_1024",0.107254909100422,0.441579579077044,0.00249325285187277
"_1024",0.105687444226662,0.427492158234741,0.00230893884752729
"_1024",0.0797513123113103,0.397926570000524,0.00153649814045875
"_1024",0.0504185437125298,0.390060450846205,0.000938313849989464
"_1024",0.0287115024250004,0.384541043732941,0.000523540820106597
"_1024",0.0123655716593043,0.380474489395563,0.000219987334549472
"_1024",0.00634006046634426,0.37284904332356,0.000114125687918143
"_1024",0.0034357488211101,0.366643194111446,0.0000573456808703495
"_1024",0.00144966032010949,0.348022363906506,0.0000241130797882665
"_4096",0.123376186723143,0.440939662772456,0.00217243364961188
"_4096",0.120012837941625,0.440577478743823,0.00210958850638124
"_4096",0.119047512706679,0.425668208957567,0.00196437530751606
"_4096",0.0980996621081708,0.373748360637261,0.00130135484994798
"_4096",0.0631882204149177,0.355384959737374,0.000784557438741565
"_4096",0.0350938327308058,0.363553394660574,0.000436678082747408
"_4096",0.0141156917140064,0.37676660517281,0.000185813634670383
"_4096",0.00691511035075638,0.378348196197525,0.000094669754844279
"_4096",0.00359809951772115,0.390737320233723,0.0000480651214300354
"_4096",0.00139505056837052,0.364919557012037,0.0000189554624415669
"_16384",0.124651213606919,0.44052120559239,0.0020154467847016
"_16384",0.12379839864168,0.440333453665354,0.00199836681761917
"_16384",0.123798622603331,0.428443106080101,0.00186819813098389
"_16384",0.123797834329495,0.328942059824364,0.0012531867488592
"_16384",0.123797359715339,0.219806943587125,0.000767644650415626
"_16384",0.123797413272919,0.134519849226622,0.000415071585465164
"_16384",0.123797787592974,0.0660950619050071,0.000171536856626287
"_16384",0.123799661130016,0.0296403164530272,0.000096366049891651
"_16384",0.123803562183607,0.0158348141336527,0.0000519784465566436
"_16384",0.123827084184388,0.00747407764814884,0.000022898231571291
"_65536",0.12491883771986,0.440654347308144,0.00197662212816131
"_65536",0.124723689866417,0.440351506484959,0.00197148467404605
"_65536",0.12472339818198,0.432144040993743,0.0018716320657722
"_65536",0.124723108137188,0.366518684632436,0.00130755265238818
"_65536",0.124722771668981,0.278342641609889,0.000859576624018256
"_65536",0.124722604271024,0.16802890120613,0.000447493549827696
"_65536",0.124722885772502,0.0760643531640079,0.00018891558305615
"_65536",0.124723496310851,0.0380070366408341,0.0000959620724691912
"_65536",0.124725354917275,0.0279675285685166,0.000038635709385946
"_65536",0.124731040671416,0.0124667513351168,0.0000175162043045804
"_1",0.0171365816978763,0.913781246501511,0.0160130421796047
"_1",0.00611198516963373,0.896539548022599,0.00559371756521698
"_1",0.00598332665598948,0.878575239696681,0.00526394539474915
"_1",0.00460487210569952,0.807418366268625,0.00360843121693174
"_1",0.00300524500214101,0.77632847872636,0.00222631889138495
"_1",0.00171021766326074,0.762182293739694,0.00125803853495538
"_1",0.000754443691061856,0.75793991416309,0.000537798337782251
"_1",0.000386195414387335,0.772658988482724,0.000270001995474266
"_1",0.000203551705932018,0.809931506849315,0.000139072287693252
"_1",0.0000916779917672461,0.835016835016835,0.0000590613006623145
"_4",0.0244328315813264,0.779390698118613,0.0154125285092475
"_4",0.00898660699764721,0.774369218115179,0.00554508323046016
"_4",0.008808224185049,0.767691713238274,0.00522319018791014
"_4",0.0067558021725896,0.69256828933313,0.00359354681841206
"_4",0.00445004638823911,0.640004707714314,0.0022137662631182
"_4",0.00257285810458534,0.606413106367429,0.00122125785637314
"_4",0.00110209232921079,0.582879880288396,0.000529742209555192
"_4",0.000579514082744267,0.577857609405617,0.000277045213284863
"_4",0.000290046930631858,0.58746503941012,0.000136167255705704
"_4",0.000133622355000254,0.611802140584322,0.0000579786806223407
"_16",0.0397005927722773,0.719098269566598,0.0130083170892494
"_16",0.0162511927413858,0.714334694255311,0.00527322688859059
"_16",0.0159403551512873,0.697996422642869,0.0049616902619354
"_16",0.0124170984674259,0.648701127429248,0.00339507576127963
"_16",0.00825149890047694,0.615054426752002,0.00210546776406308
"_16",0.00479692051955484,0.59740939132485,0.00116375609471473
"_16",0.00207550766290191,0.592006365113759,0.000506630299790831
"_16",0.00107518958777091,0.596823561420215,0.000254863102621501
"_16",0.00053578989026184,0.607236325569223,0.0001310252293791
"_16",0.000235079224276305,0.612278669534999,0.0000560654973895711
"_64",0.072143973648235,0.537395010728831,0.00885492893922819
"_64",0.0377713375255866,0.536949511698068,0.00462403113604493
"_64",0.0370886361189167,0.526233098858515,0.00434259641980926
"_64",0.0286612142867595,0.489672381833544,0.0029830968109648
"_64",0.0190566410989047,0.466880548170372,0.00186268738367495
"_64",0.0112753337091596,0.448951393500568,0.00104310309725736
"_64",0.00503543659817954,0.438252097626276,0.000445826278744665
"_64",0.00262888127982021,0.431150472621988,0.000233982676127544
"_64",0.00129843814475508,0.438538646656434,0.000115995651109096
"_64",0.000549997565354923,0.461988028467738,0.0000474765005145192
"_256",0.103912968057448,0.456355537942238,0.00472310239768988
"_256",0.0761104551371448,0.462909806303392,0.00345023633735312
"_256",0.0749910367438999,0.45203609803976,0.00324865384711802
"_256",0.0573518940524139,0.424928086748878,0.00222730416236326
"_256",0.0377899340458689,0.410157597989267,0.00138099298911435
"_256",0.0218787620019853,0.397964383170369,0.000773843814736272
"_256",0.0100514843036781,0.385702423934672,0.000331575480223074
"_256",0.0052529729086898,0.37509657448711,0.000170533499701988
"_256",0.00270341706663916,0.372204820110473,0.0000855189551847893
"_256",0.00108175755436416,0.370242549739044,0.0000362978364213188
"_512",0.113288951625868,0.449788757500392,0.00349329413772119
"_512",0.0941595990673844,0.449432289541443,0.00289941191588904
"_512",0.0928920691401408,0.438257458128643,0.00273007933685686
"_512",0.070955558452278,0.413037477481285,0.00187642548642768
"_512",0.0460575570313436,0.400202247299796,0.00115875288707987
"_512",0.0265945977179109,0.392529097512526,0.000647938134373199
"_512",0.0120330206470005,0.381759008392739,0.000278280156836368
"_512",0.00629429480500977,0.374529531667996,0.000145335016509853
"_512",0.0033735654408962,0.369135935653662,0.0000719319355317437
"_512",0.00136492390900992,0.360931304220529,0.0000297921535972105
"_1024",0.118799905095427,0.442057563475651,0.00277009799699182
"_1024",0.107257402935504,0.439612354064451,0.00249794151416016
"_1024",0.106095230804358,0.430485331327965,0.00235230090372667
"_1024",0.0821461009903947,0.402572909438607,0.0016131616760722
"_1024",0.0526528250904552,0.395469048810786,0.000998982905615432
"_1024",0.0300951623423347,0.389536291925493,0.000562070919042295
"_1024",0.0130266560570121,0.386900200078252,0.000237394928531434
"_1024",0.00668483801181208,0.378940708031986,0.000123280056177082
"_1024",0.00359006187519977,0.373837760815879,0.000062345129407879
"_1024",0.00151791718193648,0.358918388037004,0.0000257393124065726
"_4096",0.123384940581045,0.440992945948055,0.00217376606152361
"_4096",0.120021257101093,0.44085845069746,0.00211188792960102
"_4096",0.119344766978635,0.426610307438145,0.00199690781553534
"_4096",0.100602637833768,0.378593136403077,0.00136802990742198
"_4096",0.0663841138190296,0.361887782215898,0.000837906313387987
"_4096",0.0371800296166542,0.3683036698308,0.000470793988028609
"_4096",0.0148773032318715,0.380878251481267,0.000202711042014967
"_4096",0.00737759046733993,0.386566113508897,0.000102275666376162
"_4096",0.00380734638772982,0.393031642389405,0.0000524575659646211
"_4096",0.00146475652532162,0.366967947885154,0.0000208419911806798
"_16384",0.124651165144341,0.440581505659024,0.00201568793141932
"_16384",0.123798368837984,0.440515759708674,0.0020003642669332
"_16384",0.123798714549801,0.431836422029373,0.00190858315813301
"_16384",0.123797765086348,0.339582291201038,0.00131096816296976
"_16384",0.123797498294859,0.22767390030468,0.000816209024826609
"_16384",0.123797395227901,0.142227721437137,0.000455104761552646
"_16384",0.123797726923949,0.0703544085762132,0.000191806364778253
"_16384",0.123799753076848,0.0326954829290288,0.000104228661220145
"_16384",0.123803475787724,0.0171559886018936,0.0000586407903382614
"_16384",0.12382712478012,0.0078840439830609,0.0000235071386789196
"_65536",0.124918812847889,0.440671785559501,0.00197559084249283
"_65536",0.124723606878644,0.440607744257905,0.00197077418361033
"_65536",0.124723329001314,0.434603288776724,0.00190156184989507
"_65536",0.124723125351001,0.377426103296764,0.00136167201143636
"_65536",0.124722776077869,0.293638480464944,0.000912130613555865
"_65536",0.12472267144885,0.188394779163376,0.00049420332310562
"_65536",0.124722702027786,0.0850112024849148,0.000203673016652843
"_65536",0.124723516950838,0.0530955376169944,0.0000824927693038786
"_65536",0.124725747018554,0.031536327468611,0.0000620471394172249
"_65536",0.124730150578262,0.0120705320401487,0.0000192279479191318
